entry_id,date,employee_ref,crew_ref,job_ref,ops_service_line,ops_code,hours
E000398,2025-05-28,,CREW-03,J298,Maintenance,BLOW,4.08
E000399,2025-05-28,,CREW-03,J332,Install,GRADE,5.92
E000400,2025-05-28,,CREW-03,,Maintenance,SHOP,2.04
E000401,2025-05-28,,CREW-04,J115,Maintenance,BLOW,8.08
E000402,2025-05-28,,CREW-04,J275,Install,PLANT,4.08
E000403,2025-05-28,,CREW-04,J264,Enhancement,PRUNE,5.07
E000404,2025-05-29,,CREW-01,J289,Maintenance,BLOW,7.21
E000405,2025-05-29,,CREW-01,J361,Install,PLANT,7.4
E000406,2025-05-29,,CREW-01,,Maintenance,DRIVE,2.04
E000407,2025-05-29,,CREW-02,J383,Maintenance,FERT,8.63
E000408,2025-05-29,,CREW-02,J309,Install,PLANT,6.58
E000409,2025-05-29,,CREW-03,J278,Maintenance,TRIM,4.63
E000410,2025-05-29,,CREW-03,J156,Install,HARDSCAPE,4.36
E000411,2025-05-29,,CREW-03,J304,Enhancement,SEASONAL-COLOR,6.09
E000412,2025-05-29,,CREW-03,,Maintenance,PTO,0.87
E000413,2025-05-29,,CREW-04,J106,Maintenance,MOW,4.59
E000414,2025-05-29,,CREW-04,,Maintenance,PTO,2.65
E000415,2025-05-30,,CREW-01,J322,Maintenance,TRIM,8.42
E000416,2025-05-30,,CREW-01,J234,Install,PLANT,6.6
E000417,2025-05-30,,CREW-01,J128,Enhancement,PRUNE,4.3
E000418,2025-05-30,,CREW-02,J328,Maintenance,MOW,7.67
E000419,2025-05-30,,CREW-02,J304,Install,PLANT,5.35
E000420,2025-05-30,,CREW-02,,Maintenance,TRAINING,2.45
E000421,2025-05-30,,CREW-03,J268,Maintenance,TRIM,5.39
E000422,2025-05-30,,CREW-03,J139,Install,HARDSCAPE,8.34
E000423,2025-05-30,,CREW-03,J150,Enhancement,MULCH,6.64
E000424,2025-05-30,,CREW-03,,Enhancement,SHOP,1.6
E000425,2025-05-30,,CREW-04,J313,Install,GRADE,7.52
E000426,2025-05-30,,CREW-04,J264,Enhancement,PRUNE,6.2
E000427,2025-05-30,,CREW-04,,Enhancement,SHOP,2.54
E000428,2025-06-02,,CREW-01,J273,Maintenance,BLOW,6.22
E000429,2025-06-02,,CREW-01,J337,Install,HARDSCAPE,7.63
E000430,2025-06-02,,CREW-01,J268,Enhancement,SEASONAL-COLOR,4.29
E000431,2025-06-02,,CREW-02,J132,Maintenance,BLOW,4.22
E000432,2025-06-02,,CREW-02,,Install,SHOP,2.78
E000433,2025-06-02,,CREW-03,J227,Maintenance,MOW,7.34
E000434,2025-06-02,,CREW-03,J315,Enhancement,PRUNE,7.89
E000435,2025-06-02,,CREW-03,,Maintenance,DRIVE,2.72
E000436,2025-06-02,,CREW-04,J215,Maintenance,MOW,4.47
E000437,2025-06-02,,CREW-04,J106,Install,INSTALL,5.72
E000438,2025-06-02,,CREW-04,,Maintenance,DRIVE,1.18
E000439,2025-06-03,,CREW-01,J330,Maintenance,BLOW,7.45
E000440,2025-06-03,,CREW-01,J248,Install,INSTALL,5.08
E000441,2025-06-03,,CREW-01,J374,Enhancement,PRUNE,8.59
E000442,2025-06-03,,CREW-01,,Enhancement,TRAINING,1.24
E000443,2025-06-03,,CREW-02,J267,Maintenance,TRIM,6.14
E000444,2025-06-03,,CREW-02,J161,Install,INSTALL,8.35
E000445,2025-06-03,,CREW-02,,Enhancement,PTO,2.63
E000446,2025-06-03,,CREW-03,J221,Maintenance,BLOW,8.58
E000447,2025-06-03,,CREW-03,J358,Install,INSTALL,5.7
E000448,2025-06-03,,CREW-03,J305,Enhancement,PRUNE,6.73
E000449,2025-06-03,,CREW-04,J364,Maintenance,FERT,4.14
E000450,2025-06-03,,CREW-04,J241,Enhancement,PRUNE,7.17
E000451,2025-06-03,,CREW-04,,Enhancement,PTO,1.75
E000452,2025-06-04,,CREW-01,J268,Maintenance,FERT,6.59
E000453,2025-06-04,,CREW-01,J193,Install,PLANT,4.14
E000454,2025-06-04,,CREW-01,,Maintenance,PTO,1.3
E000455,2025-06-04,,CREW-02,J102,Maintenance,BLOW,8.56
E000456,2025-06-04,,CREW-02,J187,Install,GRADE,7.33
E000457,2025-06-04,,CREW-02,J274,Enhancement,PRUNE,8.27
E000458,2025-06-04,,CREW-02,,Install,DRIVE,1.3
E000459,2025-06-04,,CREW-03,J212,Maintenance,BLOW,7.23
E000460,2025-06-04,,CREW-03,J265,Install,PLANT,7.8
E000461,2025-06-04,,CREW-03,J296,Enhancement,MULCH,6.22
E000462,2025-06-04,,CREW-03,,Maintenance,SHOP,1.48
E000463,2025-06-04,,CREW-04,J323,Maintenance,TRIM,8.1
E000464,2025-06-04,,CREW-04,J191,Install,PLANT,5.56
E000465,2025-06-04,,CREW-04,J385,Enhancement,PRUNE,6.93
E000466,2025-06-04,,CREW-04,,Maintenance,SHOP,2.86
E000467,2025-06-05,,CREW-01,J273,Maintenance,FERT,6.67
E000468,2025-06-05,,CREW-02,J290,Maintenance,MOW,6.01
E000469,2025-06-05,,CREW-02,J345,Install,INSTALL,4.0
E000470,2025-06-05,,CREW-02,J169,Enhancement,SEASONAL-COLOR,6.06
E000471,2025-06-05,,CREW-02,,Install,DRIVE,1.27
E000472,2025-06-05,,CREW-03,J370,Maintenance,MOW,5.22
E000473,2025-06-05,,CREW-03,J117,Enhancement,PRUNE,8.0
E000474,2025-06-05,,CREW-04,J344,Maintenance,BLOW,5.8
E000475,2025-06-05,,CREW-04,J377,Install,HARDSCAPE,7.96
E000476,2025-06-05,,CREW-04,J346,Enhancement,MULCH,7.81
E000477,2025-06-05,,CREW-04,,Maintenance,TRAINING,1.88
E000478,2025-06-06,,CREW-01,J364,Maintenance,TRIM,4.21
E000479,2025-06-06,,CREW-01,J230,Install,INSTALL,8.94
E000480,2025-06-06,,CREW-01,J102,Enhancement,SEASONAL-COLOR,6.22
E000481,2025-06-06,,CREW-01,,Enhancement,SHOP,1.07
E000482,2025-06-06,,CREW-02,J117,Maintenance,FERT,7.76
E000483,2025-06-06,,CREW-02,J146,Install,HARDSCAPE,5.19
E000484,2025-06-06,,CREW-02,J334,Enhancement,MULCH,7.15
E000485,2025-06-06,,CREW-02,,Install,DRIVE,1.91
E000486,2025-06-06,,CREW-03,J102,Maintenance,FERT,8.4
E000487,2025-06-06,,CREW-03,J352,Install,HARDSCAPE,6.55
E000488,2025-06-06,,CREW-03,,Install,DRIVE,1.89
E000489,2025-06-06,,CREW-04,J322,Maintenance,BLOW,4.85
E000490,2025-06-06,,CREW-04,J346,Install,GRADE,6.52
E000491,2025-06-09,,CREW-01,J142,Maintenance,BLOW,6.64
E000492,2025-06-09,,CREW-01,J155,Enhancement,PRUNE,5.8
E000493,2025-06-09,,CREW-01,,Maintenance,DRIVE,1.15
E000494,2025-06-09,,CREW-02,J161,Maintenance,MOW,8.19
E000495,2025-06-09,,CREW-02,J377,Enhancement,SEASONAL-COLOR,8.05
E000496,2025-06-09,,CREW-03,J376,Maintenance,BLOW,7.66
E000497,2025-06-09,,CREW-03,J333,Install,HARDSCAPE,5.71
E000498,2025-06-09,,CREW-04,J191,Maintenance,MOW,6.59
E000499,2025-06-09,,CREW-04,J114,Install,INSTALL,8.0
E000500,2025-06-09,,CREW-04,J380,Enhancement,PRUNE,4.23
E000501,2025-06-09,,CREW-04,,Install,PTO,1.31
E000502,2025-06-10,,CREW-01,J372,Maintenance,BLOW,5.42
E000503,2025-06-10,,CREW-01,J317,Install,GRADE,4.25
E000504,2025-06-10,,CREW-01,,Enhancement,SHOP,0.58
E000505,2025-06-10,,CREW-02,J307,Maintenance,MOW,4.75
E000506,2025-06-10,,CREW-02,J147,Install,PLANT,6.04
E000507,2025-06-10,,CREW-02,,Maintenance,TRAINING,1.56
E000508,2025-06-10,,CREW-03,J278,Maintenance,FERT,5.0
E000509,2025-06-10,,CREW-03,J306,Install,INSTALL,4.18
E000510,2025-06-10,,CREW-03,J139,Enhancement,SEASONAL-COLOR,8.28
E000511,2025-06-10,,CREW-03,,Enhancement,TRAINING,2.26
E000512,2025-06-10,,CREW-04,J140,Maintenance,BLOW,8.73
E000513,2025-06-10,,CREW-04,J292,Install,GRADE,6.08
E000514,2025-06-10,,CREW-04,,Enhancement,PTO,1.17
E000515,2025-06-11,,CREW-01,J296,Maintenance,FERT,8.41
E000516,2025-06-11,,CREW-01,,Maintenance,DRIVE,1.62
E000517,2025-06-11,,CREW-02,J391,Maintenance,MOW,5.74
E000518,2025-06-11,,CREW-02,J389,Enhancement,MULCH,5.2
E000519,2025-06-11,,CREW-02,,Maintenance,PTO,1.48
E000520,2025-06-11,,CREW-03,J126,Maintenance,BLOW,4.02
E000521,2025-06-11,,CREW-03,J259,Install,HARDSCAPE,8.48
E000522,2025-06-11,,CREW-03,J351,Enhancement,PRUNE,4.92
E000523,2025-06-11,,CREW-03,,Maintenance,PTO,2.79
E000524,2025-06-11,,CREW-04,J350,Maintenance,MOW,8.74
E000525,2025-06-11,,CREW-04,J145,Install,GRADE,6.43
E000526,2025-06-11,,CREW-04,,Enhancement,TRAINING,1.37
E000527,2025-06-12,,CREW-01,J218,Maintenance,MOW,4.04
E000528,2025-06-12,,CREW-01,J165,Install,INSTALL,6.13
E000529,2025-06-12,,CREW-01,,Maintenance,TRAINING,2.0
E000530,2025-06-12,,CREW-02,J213,Maintenance,FERT,5.63
E000531,2025-06-12,,CREW-02,J366,Install,GRADE,5.1
E000532,2025-06-12,,CREW-02,J383,Enhancement,SEASONAL-COLOR,8.32
E000533,2025-06-12,,CREW-02,,Maintenance,PTO,2.09
E000534,2025-06-12,,CREW-03,J381,Maintenance,FERT,5.84
E000535,2025-06-12,,CREW-03,J292,Install,GRADE,6.79
E000536,2025-06-12,,CREW-03,J124,Enhancement,MULCH,6.85
E000537,2025-06-12,,CREW-03,,Maintenance,PTO,1.04
E000538,2025-06-12,,CREW-04,J390,Maintenance,MOW,5.37
E000539,2025-06-12,,CREW-04,J142,Install,PLANT,7.97
E000540,2025-06-12,,CREW-04,,Maintenance,SHOP,2.95
E000541,2025-06-13,,CREW-01,J231,Maintenance,TRIM,6.54
E000542,2025-06-13,,CREW-01,J371,Install,HARDSCAPE,6.52
E000543,2025-06-13,,CREW-01,J205,Enhancement,MULCH,5.52
E000544,2025-06-13,,CREW-01,,Enhancement,SHOP,2.08
E000545,2025-06-13,,CREW-02,J268,Maintenance,MOW,5.09
E000546,2025-06-13,,CREW-02,J304,Enhancement,PRUNE,4.31
E000547,2025-06-13,,CREW-02,,Install,DRIVE,2.48
E000548,2025-06-13,,CREW-03,J176,Maintenance,MOW,7.94
E000549,2025-06-13,,CREW-03,J216,Enhancement,SEASONAL-COLOR,4.16
E000550,2025-06-13,,CREW-04,J167,Install,HARDSCAPE,8.75
E000551,2025-06-13,,CREW-04,,Enhancement,SHOP,2.34
E000552,2025-06-16,,CREW-01,J209,Maintenance,TRIM,7.32
E000553,2025-06-16,,CREW-02,J288,Maintenance,TRIM,6.0
E000554,2025-06-16,,CREW-02,J252,Install,HARDSCAPE,8.96
E000555,2025-06-16,,CREW-03,J313,Maintenance,BLOW,7.72
E000556,2025-06-16,,CREW-03,J113,Install,PLANT,7.96
E000557,2025-06-16,,CREW-04,J341,Maintenance,FERT,8.11
E000558,2025-06-16,,CREW-04,J343,Enhancement,PRUNE,4.18
E000559,2025-06-16,,CREW-04,,Enhancement,SHOP,0.82
E000560,2025-06-17,,CREW-01,J121,Maintenance,BLOW,7.66
E000561,2025-06-17,,CREW-01,J318,Install,PLANT,4.09
E000562,2025-06-17,,CREW-01,J327,Enhancement,SEASONAL-COLOR,5.54
E000563,2025-06-17,,CREW-01,,Install,PTO,2.96
E000564,2025-06-17,,CREW-02,J354,Enhancement,MULCH,7.9
E000565,2025-06-17,,CREW-02,,Maintenance,PTO,0.61
E000566,2025-06-17,,CREW-03,J324,Maintenance,TRIM,7.48
E000567,2025-06-17,,CREW-03,J291,Install,PLANT,7.25
E000568,2025-06-17,,CREW-03,J230,Enhancement,PRUNE,5.77
E000569,2025-06-17,,CREW-03,,Maintenance,DRIVE,0.98
E000570,2025-06-17,,CREW-04,J151,Maintenance,BLOW,5.85
E000571,2025-06-18,,CREW-01,J147,Maintenance,BLOW,7.09
E000572,2025-06-18,,CREW-01,J334,Install,GRADE,4.44
E000573,2025-06-18,,CREW-01,,Maintenance,SHOP,2.85
E000574,2025-06-18,,CREW-02,J370,Maintenance,BLOW,5.62
E000575,2025-06-18,,CREW-02,J324,Install,HARDSCAPE,7.65
E000576,2025-06-18,,CREW-02,J278,Enhancement,PRUNE,8.87
E000577,2025-06-18,,CREW-02,,Enhancement,TRAINING,2.36
E000578,2025-06-18,,CREW-03,J359,Maintenance,FERT,8.75
E000579,2025-06-18,,CREW-03,J328,Enhancement,MULCH,8.77
E000580,2025-06-18,,CREW-03,,Enhancement,DRIVE,0.78
E000581,2025-06-18,,CREW-04,J285,Maintenance,FERT,7.95
E000582,2025-06-18,,CREW-04,,Install,SHOP,2.18
E000583,2025-06-19,,CREW-01,J236,Maintenance,FERT,4.77
E000584,2025-06-19,,CREW-01,J199,Install,HARDSCAPE,8.15
E000585,2025-06-19,,CREW-01,,Maintenance,SHOP,2.59
E000586,2025-06-19,,CREW-02,J255,Install,INSTALL,4.4
E000587,2025-06-19,,CREW-02,,Maintenance,DRIVE,1.58
E000588,2025-06-19,,CREW-03,J333,Maintenance,TRIM,4.2
E000589,2025-06-19,,CREW-03,J178,Install,PLANT,8.31
E000590,2025-06-19,,CREW-03,J255,Enhancement,PRUNE,7.58
E000591,2025-06-19,,CREW-03,,Enhancement,PTO,1.99
E000592,2025-06-19,,CREW-04,J169,Maintenance,TRIM,4.08
E000593,2025-06-19,,CREW-04,J372,Install,GRADE,8.14
E000594,2025-06-19,,CREW-04,J189,Enhancement,MULCH,7.98
E000595,2025-06-19,,CREW-04,,Install,SHOP,2.47
E000596,2025-06-20,,CREW-01,J317,Maintenance,TRIM,5.87
E000597,2025-06-20,,CREW-01,J174,Install,GRADE,6.81
E000598,2025-06-20,,CREW-01,J262,Enhancement,PRUNE,8.03
E000599,2025-06-20,,CREW-01,,Install,PTO,2.22
E000600,2025-06-20,,CREW-02,J132,Maintenance,MOW,6.15
E000601,2025-06-20,,CREW-02,J354,Install,INSTALL,7.8
E000602,2025-06-20,,CREW-02,,Maintenance,DRIVE,2.05
E000603,2025-06-20,,CREW-03,J365,Maintenance,MOW,4.26
E000604,2025-06-20,,CREW-03,J206,Install,HARDSCAPE,5.06
E000605,2025-06-20,,CREW-03,J289,Enhancement,MULCH,4.99
E000606,2025-06-20,,CREW-03,,Enhancement,DRIVE,1.35
E000607,2025-06-20,,CREW-04,J337,Maintenance,MOW,7.34
E000608,2025-06-20,,CREW-04,J129,Install,INSTALL,4.37
E000609,2025-06-20,,CREW-04,,Maintenance,DRIVE,2.86
E000610,2025-06-23,,CREW-01,J357,Maintenance,FERT,8.53
E000611,2025-06-23,,CREW-01,J327,Install,HARDSCAPE,8.57
E000612,2025-06-23,,CREW-01,,Maintenance,PTO,1.65
E000613,2025-06-23,,CREW-02,J259,Maintenance,MOW,7.24
E000614,2025-06-23,,CREW-02,J185,Install,HARDSCAPE,5.84
E000615,2025-06-23,,CREW-02,J259,Enhancement,SEASONAL-COLOR,8.07
E000616,2025-06-23,,CREW-03,J385,Maintenance,TRIM,7.53
E000617,2025-06-23,,CREW-03,,Maintenance,SHOP,2.95
E000618,2025-06-23,,CREW-04,J331,Maintenance,BLOW,4.34
E000619,2025-06-23,,CREW-04,J157,Install,HARDSCAPE,5.58
E000620,2025-06-24,,CREW-01,J279,Maintenance,FERT,7.68
E000621,2025-06-24,,CREW-01,J196,Install,GRADE,5.87
E000622,2025-06-24,,CREW-01,,Install,TRAINING,1.23
E000623,2025-06-24,,CREW-02,J149,Maintenance,MOW,6.1
E000624,2025-06-24,,CREW-02,,Enhancement,TRAINING,1.13
E000625,2025-06-24,,CREW-03,J323,Maintenance,FERT,5.42
E000626,2025-06-24,,CREW-03,J391,Install,PLANT,6.29
E000627,2025-06-24,,CREW-03,,Enhancement,PTO,2.15
E000628,2025-06-24,,CREW-04,J148,Maintenance,FERT,5.36
E000629,2025-06-24,,CREW-04,,Install,TRAINING,1.84
E000630,2025-06-25,,CREW-01,J397,Maintenance,MOW,8.13
E000631,2025-06-25,,CREW-01,J208,Install,PLANT,7.39
E000632,2025-06-25,,CREW-01,,Install,SHOP,1.77
E000633,2025-06-25,,CREW-02,J278,Maintenance,MOW,5.75
E000634,2025-06-25,,CREW-02,J314,Enhancement,SEASONAL-COLOR,5.72
E000635,2025-06-25,,CREW-02,,Enhancement,TRAINING,1.34
E000636,2025-06-25,,CREW-03,J358,Maintenance,MOW,4.78
E000637,2025-06-25,,CREW-03,J242,Install,PLANT,6.7
E000638,2025-06-25,,CREW-03,,Maintenance,TRAINING,1.52
E000639,2025-06-25,,CREW-04,J344,Maintenance,TRIM,8.31
E000640,2025-06-25,,CREW-04,J204,Install,PLANT,5.01
E000641,2025-06-25,,CREW-04,J213,Enhancement,PRUNE,5.79
E000642,2025-06-25,,CREW-04,,Enhancement,DRIVE,1.04
E000643,2025-06-26,,CREW-01,J139,Maintenance,TRIM,4.41
E000644,2025-06-26,,CREW-01,J245,Install,HARDSCAPE,8.68
E000645,2025-06-26,,CREW-01,J226,Enhancement,SEASONAL-COLOR,8.25
E000646,2025-06-26,,CREW-02,J272,Maintenance,FERT,8.8
E000647,2025-06-26,,CREW-02,J308,Enhancement,PRUNE,6.64
E000648,2025-06-26,,CREW-02,,Install,SHOP,1.48
E000649,2025-06-26,,CREW-03,J154,Maintenance,TRIM,6.6
E000650,2025-06-26,,CREW-03,J344,Enhancement,PRUNE,5.32
E000651,2025-06-26,,CREW-03,,Install,PTO,1.42
E000652,2025-06-26,,CREW-04,J209,Maintenance,FERT,8.94
E000653,2025-06-26,,CREW-04,,Install,TRAINING,0.79
E000654,2025-06-27,,CREW-01,J382,Maintenance,BLOW,7.18
E000655,2025-06-27,,CREW-01,J182,Install,GRADE,8.94
E000656,2025-06-27,,CREW-01,J340,Enhancement,SEASONAL-COLOR,4.07
E000657,2025-06-27,,CREW-01,,Install,SHOP,1.2
E000658,2025-06-27,,CREW-02,J263,Maintenance,BLOW,6.64
E000659,2025-06-27,,CREW-02,J106,Install,PLANT,4.27
E000660,2025-06-27,,CREW-02,J398,Enhancement,PRUNE,8.89
E000661,2025-06-27,,CREW-02,,Maintenance,TRAINING,1.05
E000662,2025-06-27,,CREW-03,J289,Maintenance,MOW,8.39
E000663,2025-06-27,,CREW-03,J278,Install,GRADE,8.75
E000664,2025-06-27,,CREW-04,J315,Maintenance,BLOW,4.26
E000665,2025-06-27,,CREW-04,J253,Install,GRADE,7.78
E000666,2025-06-27,,CREW-04,,Enhancement,SHOP,0.94
E000667,2025-06-30,,CREW-01,J222,Maintenance,BLOW,7.01
E000668,2025-06-30,,CREW-01,J315,Install,HARDSCAPE,6.25
E000669,2025-06-30,,CREW-01,,Enhancement,PTO,2.53
E000670,2025-06-30,,CREW-02,J136,Install,PLANT,5.37
E000671,2025-06-30,,CREW-02,,Install,TRAINING,0.56
E000672,2025-06-30,,CREW-03,J381,Maintenance,TRIM,5.19
E000673,2025-06-30,,CREW-03,J308,Enhancement,PRUNE,6.21
E000674,2025-06-30,,CREW-03,,Install,PTO,1.75
E000675,2025-06-30,,CREW-04,J173,Maintenance,BLOW,5.23
E000676,2025-06-30,,CREW-04,J229,Install,GRADE,8.85
E000677,2025-06-30,,CREW-04,,Install,SHOP,2.45
E000678,2025-07-01,,CREW-01,J133,Maintenance,FERT,4.97
E000679,2025-07-01,,CREW-01,,Enhancement,PTO,2.19
E000680,2025-07-01,,CREW-02,J182,Maintenance,FERT,4.43
E000681,2025-07-01,,CREW-02,J343,Install,HARDSCAPE,4.4
E000682,2025-07-01,,CREW-02,,Install,TRAINING,0.54
E000683,2025-07-01,,CREW-03,J389,Maintenance,FERT,6.81
E000684,2025-07-01,,CREW-03,J388,Enhancement,PRUNE,6.28
E000685,2025-07-01,,CREW-04,J329,Maintenance,MOW,6.03
E000686,2025-07-01,,CREW-04,J237,Install,INSTALL,6.65
E000687,2025-07-01,,CREW-04,J181,Enhancement,MULCH,5.54
E000688,2025-07-01,,CREW-04,,Enhancement,PTO,1.0
E000689,2025-07-02,,CREW-01,J229,Maintenance,FERT,4.78
E000690,2025-07-02,,CREW-01,J192,Install,PLANT,8.73
E000691,2025-07-02,,CREW-01,J222,Enhancement,SEASONAL-COLOR,6.74
E000692,2025-07-02,,CREW-01,,Enhancement,SHOP,1.9
E000693,2025-07-02,,CREW-02,J204,Maintenance,BLOW,4.58
E000694,2025-07-02,,CREW-02,J170,Enhancement,MULCH,5.32
E000695,2025-07-02,,CREW-02,,Maintenance,DRIVE,2.05
E000696,2025-07-02,,CREW-03,J309,Maintenance,BLOW,8.81
E000697,2025-07-02,,CREW-03,J333,Install,GRADE,5.71
E000698,2025-07-02,,CREW-04,J370,Maintenance,FERT,7.52
E000699,2025-07-02,,CREW-04,J274,Install,HARDSCAPE,8.74
E000700,2025-07-02,,CREW-04,,Enhancement,DRIVE,2.63
E000701,2025-07-03,,CREW-01,J104,Maintenance,FERT,5.95
E000702,2025-07-03,,CREW-01,,Enhancement,DRIVE,2.77
E000703,2025-07-03,,CREW-02,J393,Maintenance,BLOW,7.4
E000704,2025-07-03,,CREW-02,J115,Install,HARDSCAPE,6.04
E000705,2025-07-03,,CREW-02,J365,Enhancement,PRUNE,7.55
E000706,2025-07-03,,CREW-02,,Enhancement,SHOP,2.78
E000707,2025-07-03,,CREW-03,J356,Maintenance,MOW,5.84
E000708,2025-07-03,,CREW-03,J180,Install,HARDSCAPE,7.44
E000709,2025-07-03,,CREW-03,,Maintenance,SHOP,2.1
E000710,2025-07-03,,CREW-04,J328,Maintenance,MOW,7.48
E000711,2025-07-03,,CREW-04,J295,Install,HARDSCAPE,8.32
E000712,2025-07-03,,CREW-04,J270,Enhancement,MULCH,7.6
E000713,2025-07-03,,CREW-04,,Install,SHOP,0.8
E000714,2025-07-04,,CREW-01,J243,Maintenance,FERT,7.33
E000715,2025-07-04,,CREW-01,J232,Install,GRADE,5.63
E000716,2025-07-04,,CREW-01,J238,Enhancement,MULCH,4.29
E000717,2025-07-04,,CREW-01,,Maintenance,DRIVE,1.26
E000718,2025-07-04,,CREW-02,J208,Maintenance,MOW,4.54
E000719,2025-07-04,,CREW-02,J253,Install,GRADE,7.13
E000720,2025-07-04,,CREW-02,J391,Enhancement,PRUNE,6.17
E000721,2025-07-04,,CREW-02,,Install,DRIVE,2.02
E000722,2025-07-04,,CREW-03,J214,Maintenance,MOW,7.08
E000723,2025-07-04,,CREW-03,,Maintenance,PTO,2.13
E000724,2025-07-04,,CREW-04,J247,Maintenance,TRIM,7.65
E000725,2025-07-04,,CREW-04,J245,Install,GRADE,7.38
E000726,2025-07-04,,CREW-04,,Install,TRAINING,1.31
E000727,2025-07-07,,CREW-01,J271,Maintenance,BLOW,6.53
E000728,2025-07-07,,CREW-01,,Enhancement,SHOP,1.12
E000729,2025-07-07,,CREW-02,J321,Enhancement,PRUNE,4.43
E000730,2025-07-07,,CREW-02,,Enhancement,DRIVE,2.46
E000731,2025-07-07,,CREW-03,J216,Maintenance,BLOW,5.69
E000732,2025-07-07,,CREW-03,,Maintenance,DRIVE,2.17
E000733,2025-07-07,,CREW-04,J244,Maintenance,FERT,5.33
E000734,2025-07-07,,CREW-04,J136,Enhancement,MULCH,8.35
E000735,2025-07-07,,CREW-04,,Maintenance,TRAINING,1.79
E000736,2025-07-08,,CREW-01,J183,Maintenance,FERT,7.28
E000737,2025-07-08,,CREW-01,J336,Install,INSTALL,4.19
E000738,2025-07-08,,CREW-01,J313,Enhancement,MULCH,5.32
E000739,2025-07-08,,CREW-01,,Maintenance,TRAINING,2.64
E000740,2025-07-08,,CREW-02,J253,Install,INSTALL,4.32
E000741,2025-07-08,,CREW-02,J141,Enhancement,MULCH,7.87
E000742,2025-07-08,,CREW-02,,Install,TRAINING,1.06
E000743,2025-07-08,,CREW-03,J313,Maintenance,BLOW,5.0
E000744,2025-07-08,,CREW-03,J220,Install,HARDSCAPE,6.27
E000745,2025-07-08,,CREW-04,J109,Maintenance,BLOW,7.59
E000746,2025-07-08,,CREW-04,J384,Install,GRADE,4.12
E000747,2025-07-08,,CREW-04,J337,Enhancement,SEASONAL-COLOR,5.24
E000748,2025-07-08,,CREW-04,,Maintenance,SHOP,2.09
E000749,2025-07-09,,CREW-01,J221,Maintenance,TRIM,7.43
E000750,2025-07-09,,CREW-01,J282,Install,HARDSCAPE,8.79
E000751,2025-07-09,,CREW-01,,Maintenance,SHOP,0.73
E000752,2025-07-09,,CREW-02,J215,Install,PLANT,4.31
E000753,2025-07-09,,CREW-02,J319,Enhancement,SEASONAL-COLOR,5.36
E000754,2025-07-09,,CREW-02,,Install,PTO,0.59
E000755,2025-07-09,,CREW-03,J293,Maintenance,FERT,8.63
E000756,2025-07-09,,CREW-03,J298,Install,PLANT,6.9
E000757,2025-07-09,,CREW-03,J384,Enhancement,PRUNE,8.3
E000758,2025-07-09,,CREW-03,,Maintenance,SHOP,0.71
E000759,2025-07-09,,CREW-04,J392,Maintenance,MOW,6.46
E000760,2025-07-09,,CREW-04,J232,Enhancement,PRUNE,5.26
E000761,2025-07-09,,CREW-04,,Enhancement,PTO,2.17
E000762,2025-07-10,,CREW-01,J164,Maintenance,MOW,8.58
E000763,2025-07-10,,CREW-01,,Enhancement,PTO,2.61
E000764,2025-07-10,,CREW-02,J229,Maintenance,FERT,8.48
E000765,2025-07-10,,CREW-02,J280,Install,HARDSCAPE,8.61
E000766,2025-07-10,,CREW-02,,Enhancement,SHOP,2.33
E000767,2025-07-10,,CREW-03,J366,Maintenance,BLOW,6.67
E000768,2025-07-10,,CREW-03,,Install,SHOP,2.76
E000769,2025-07-10,,CREW-04,J278,Maintenance,MOW,5.28
E000770,2025-07-10,,CREW-04,,Install,PTO,1.21
E000771,2025-07-11,,CREW-01,J340,Maintenance,FERT,8.7
E000772,2025-07-11,,CREW-02,J321,Maintenance,BLOW,8.7
E000773,2025-07-11,,CREW-02,J318,Install,PLANT,8.67
E000774,2025-07-11,,CREW-02,,Maintenance,DRIVE,1.29
E000775,2025-07-11,,CREW-03,J251,Maintenance,BLOW,4.37
E000776,2025-07-11,,CREW-03,J286,Install,HARDSCAPE,8.72
E000777,2025-07-11,,CREW-03,,Enhancement,DRIVE,2.47
E000778,2025-07-11,,CREW-04,J212,Maintenance,MOW,7.51
E000779,2025-07-11,,CREW-04,J316,Install,PLANT,4.23
E000780,2025-07-11,,CREW-04,J296,Enhancement,SEASONAL-COLOR,6.49
E000781,2025-07-11,,CREW-04,,Install,PTO,0.9
E000782,2025-07-14,,CREW-01,J150,Maintenance,MOW,6.02
E000783,2025-07-14,,CREW-01,J363,Enhancement,PRUNE,5.19
E000784,2025-07-14,,CREW-01,,Enhancement,PTO,1.84
E000785,2025-07-14,,CREW-02,J281,Maintenance,FERT,7.73
E000786,2025-07-14,,CREW-02,,Enhancement,SHOP,1.8
E000787,2025-07-14,,CREW-03,J269,Maintenance,TRIM,8.02
E000788,2025-07-14,,CREW-03,J364,Install,HARDSCAPE,5.99
E000789,2025-07-14,,CREW-03,,Maintenance,PTO,1.78
E000790,2025-07-14,,CREW-04,J388,Maintenance,BLOW,4.38
E000791,2025-07-14,,CREW-04,J177,Install,HARDSCAPE,8.49
E000792,2025-07-14,,CREW-04,,Enhancement,PTO,0.56
E000793,2025-07-15,,CREW-01,J337,Install,GRADE,6.52
E000794,2025-07-15,,CREW-01,,Maintenance,PTO,1.26
